k	min_rek	min_srk	min_gerk_ad	min_gerk_bd	max_rek	max_srk	max_gerk_ad	max_gerk_bd	median_rek	median_srk	median_gerk_ad	median_gerk_bd	quant25_rek	quant25_srk	quant25_gerk_ad	quant25_gerk_bd	quant75_rek	quant75_srk	quant75_gerk_ad	quant75_gerk_bd
1	0.939276775614239	1	1	1	1.02299419596793	1	1	1	0.980887478733838	1	1	1	0.969688532370284	1	1	1	0.99241929734299	1	1	1
401	0.930541615001937	1	1	1	1.0538438984313	1	1	1	0.986659722255247	1	1	1	0.967869446756476	1	1	1	1.00866967325662	1	1	1
801	0.93926469104379	0.956581176016392	1	1	1.08218352589199	1	1	1	1.00303307983802	1	1	1	0.98169317459019	1	1	1	1.02986799147064	1	1	1
1201	0.95705151941165	0.788570903039638	0.869276997258957	1	1.12772638806918	1	1	1	1.02195347460866	0.999984322356077	1	1	1.00018013665295	0.939242664209693	1	1	1.05708812050334	1	1	1
1601	0.966877994383849	0.652667897445857	0.670147295401151	1	1.18448500782731	1	1	1	1.04248779943085	0.913006172039065	0.954435862163306	1	1.01581505498721	0.856165335911089	0.905927405285629	1	1.08002949826517	0.964037275933298	0.995179845970353	1
2001	0.988506491098735	0.603700477291093	0.617020420881998	1	1.22327155219322	0.977750608671626	1	1	1.06455704119357	0.839617449322247	0.88210107102027	1	1.03430487065043	0.784803133625354	0.833477831095223	1	1.0978356975302	0.899161076548032	0.926287793078398	1
2401	1.00178404996108	0.555407613969005	0.570564607028456	1	1.25946607083284	0.902686838867758	0.975046494555524	1	1.08296516573645	0.767574318493218	0.795648650019986	1	1.04853677107039	0.690260423659188	0.737437541830088	1	1.11519176282426	0.832561946120415	0.859815148555512	1
2801	1.02458305009461	0.499574392492654	0.506408740178358	1	1.29439567103094	0.87865251716331	0.877431678029392	1	1.10217829578711	0.712707753181342	0.720428384874657	1	1.06494057264938	0.654510208636384	0.658332448442984	1	1.13703090615922	0.776183029847645	0.796183668068395	1
3201	1.0410920134036	0.484580350656729	0.493535707604285	1	1.3266715591807	0.872324551451927	0.87217903634752	1	1.11652112464401	0.667540011214648	0.667393902125381	1	1.0798507044684	0.611350904807146	0.616122118678606	1	1.15685863233952	0.729186230007589	0.729759029848932	1
3601	1.0566251205357	0.475543406272451	0.483581570604733	1	1.36066595038252	0.900413135126832	0.808211701026293	1	1.13780044192499	0.662531881677412	0.64092720846168	1	1.09367865626069	0.621007800330192	0.583691496616825	1	1.17039903006591	0.76104532927821	0.693650795267336	1
