i	xhat	x_rek	x_srk	x_gerk_ad	x_gerk_bd
168	0	0.839457541977399	0	0.237243410211731	0
169	0	0.942869779264764	0.411495780979628	0	0
170	0	1.35250519041075	1.51435934688934	2.00908644171198	0
171	0	1.00761795677897	1.58767756868519	0.672758399879912	0
172	1.6340364126703	1.15740521985899	1.61002020052885	2.00076996218225	1.63359907495101
173	0	1.57888431052843	0.360515562361529	0.442202657887481	0
174	0	0.587581476411989	0	0.236227274728055	0
175	0	0.683169366358712	0	0	0
176	0	0.668997305953092	0.637736167946826	0.535697757147995	0
177	0	1.11548389838332	1.24226726908051	1.01273932285724	0
178	0	0.982850383561777	0	0.48845104815263	0
179	0	0.658193306378488	0.543390911712798	0.719745499898311	0
180	0	0.312238992589786	0.735214674395555	0.840940238172118	0
181	0	0.664471984905084	0	0.348318693566148	0
182	0	1.11901261362754	1.76012252152909	1.49241226651705	0
183	0	1.02273522050779	0.346212935686665	0.391509630537874	0
184	0	1.12391702524014	0.381010249891801	0.472570906937207	0
185	0	1.13123642566925	0	0.399926112794226	0
186	0.890477893266078	0.905663268702558	0.667858511241612	0.577138724962058	0.891344112610302
187	0	0.591282409270037	0.920577539670278	0.574156224810675	0
188	0	0.740100314600618	0	0	0
189	0	1.11981028641333	0.616643264132071	0.67146736835544	0
190	0	1.80554026366102	2.18434247514414	2.18868905731025	0.00126518647402918
191	0	0.352664823850563	0	0.222038782276577	0
192	0	0.553599742253956	0.335770677333079	0.543996298552512	0.00111122476918801
193	0	0.889393227400141	0.559271725323953	0.435984823622743	0
194	0	0.455619242031851	0.108766083324324	0.302724803834391	0
195	0	1.69032198275266	1.87689751033011	1.71066713325901	0
196	0	1.81876872028631	1.13138526692255	0.886985127654274	0
197	0	0.0753152026560376	0	0.0713409054165979	0
198	0	0.538994611153204	0.0142678471018982	0	0
199	0	0.777865806829328	0	0	0
200	0	0.908274355730247	0.746816067477903	0.488025412906788	0.0010374600949401
201	0	0.303153455350699	0	0	0
202	0	0.316629133756399	0	0	0
203	0.929403835710179	1.77946377513238	1.3581525411696	1.95868621926575	0.929914206740378
204	0	1.01450104590283	0.882597191712431	1.13158777204964	0
205	0	1.10308244071751	1.01874241558109	0.727525383668681	0
206	0	0.581771864546831	0.630629137919046	0.61650648243441	0
207	0	0.377227929304701	0	0.108630561903826	0
208	0	0.699363764083132	0.183152184302736	0.0807003360226624	0
209	0	0.276817288314264	0.0984325691310861	0	0
210	0	1.18510724966254	0.0179062595052351	0.506161603030586	0
211	0	0.703261007606004	0.676806067141039	0.71905251745425	0
212	0	0.821952959773754	0.494244711899382	0.257048657271012	0
213	0	0.0902719061188827	0	0.180223449525322	0
214	0	0.608778600207424	0.255498478625611	0.0194436463084831	0
215	0	0.523613815647232	0.387308813604068	0	0
216	1.98859336759061	1.35522701733462	1.63787677232844	1.82909336900549	1.98947505444677
217	0	1.16747640283912	1.32965029124969	0.809332867870438	0
218	1.18825266147012	1.3436550880324	1.41825883488182	0.717399970514428	1.18797306321768
219	0	0.985040215241522	0.973187793037381	0.874598308855926	0
220	0	1.02014031353874	0	0.317669855370402	0
221	0	0.2253499198438	1.27430165371878	0.895228160396099	0
222	0	1.49130454952971	1.01264652846453	1.37818541119913	0
223	0	1.65843721135166	1.76956160372807	1.8379148313692	0
224	0	0.664894230278433	0	0	0
225	0	0.48039990269746	0.829075731611923	1.27549861884722	0
226	0	0.611331269242218	0.627806842772753	0.878498595037844	0
227	0	0.341437162999216	0.517496123658235	0.47495307636725	0
228	0	0.442335319426982	0	0	0
229	0	1.03446855677994	0	0.319854394500268	0
230	1.40819633430067	0.565648031246882	1.52344993921655	1.26527309073037	1.40477001575238
231	0	0.751142852226769	0.826298994524485	1.1467830809213	0
232	0	0.43631392318828	0	0	0
233	0	0.982156699670283	0.421671971538848	0.145804791626551	0
234	0	0.629461783443642	0	0.153093395599582	0
235	0	1.38639884931054	1.88233158152274	1.83786014353647	0
236	0	0.315210814940072	0	0	0
237	0	1.05530358300466	0.353023260399283	0.362931700120809	0
238	0	0.678312465681072	0.285331718481585	0.447917055620975	0
239	0	0.306990021387235	0	0	0
240	0	1.41499774591026	2.30041545000697	1.78174059400062	0
241	0	0.383922690613411	0	0.20209336023194	0
242	0	0.406994096349544	0.825994097069184	0.326054242589741	0
243	0	0.697186731738921	0	0	0
244	0	1.24557463463716	0.33801767479981	0	0
