k	min_rek	min_srk	min_gerk_ad	max_rek	max_srk	max_gerk_ad	median_rek	median_srk	median_gerk_ad	quant25_rek	quant25_srk	quant25_gerk_ad	quant75_rek	quant75_srk	quant75_gerk_ad
1	0.298577892101427	0.835838341355892	0.872125631243785	0.422382799359254	1.00520050273485	1	0.346685616787301	0.999553985121836	1	0.329545645474697	0.97542346508289	1	0.370481608288188	1	1
801	0.154939388227049	0.665066712606349	0.610807187987376	0.238939595568365	1.22284343838513	1	0.193373130264581	0.86389022929724	0.856893319403359	0.182102943955859	0.792546930340988	0.769547936073631	0.211475700051056	0.967272040184398	0.937041391217984
1601	0.111327631782927	0.672837615819268	0.319450186243507	0.187200372621314	1.43983023175566	0.863630972058909	0.139671422943452	0.982998387816145	0.572392178737968	0.127839121610596	0.809845759122807	0.487888150800691	0.151369272943812	1.07384741902541	0.66221740977289
2401	0.0806397562947617	0.649095520835869	0.270142244929005	0.159114768293399	1.36325648498213	0.665766146086751	0.108972161543678	1.03302523592273	0.42324040006916	0.0989861574020179	0.89024312256312	0.369569983655315	0.121234726391767	1.09621082601599	0.488561230309748
3201	0.0640015433862486	0.694541799360414	0.191238189121637	0.136008588073043	1.71173035567209	0.527055935011061	0.0911940477621934	1.076740587275	0.31077924582182	0.0824019742891018	0.930453722676508	0.266796055193973	0.103211274921351	1.21220014155248	0.379514099797175
4001	0.0549485305678143	0.765637668094846	0.128377413296428	0.113777037255834	1.69047784056716	0.449942991569882	0.0783844284325761	1.12053062243862	0.246309781970186	0.0712767182130469	1.03291641256871	0.217340202350379	0.0874435006821174	1.27637512621646	0.281631517784681
4801	0.0465695943058358	0.828947719779373	0.108142386819285	0.100161322927943	1.77053913299125	0.343319153852352	0.0683148697471315	1.12777616880692	0.210272756970718	0.0629317920250531	1.02490477205799	0.180127259680346	0.0795505066653307	1.29201275653596	0.253371575211499
5601	0.0423537599493921	0.775547835171465	0.100940775742164	0.0888645999957722	1.70063843216065	0.303496470433065	0.0614970818422694	1.17974311090113	0.183570897363238	0.056074552685875	0.965878366296512	0.148055997034948	0.0738306210500171	1.26501680413296	0.20568354563037
6401	0.0398115564869698	0.843723230285809	0.0735752157748009	0.0795253780022541	1.49000959002652	0.267583969160761	0.0549708122615212	1.14247288976217	0.151892999728073	0.0509818556347225	1.03321763933831	0.123766699657559	0.0674834084881676	1.26323336497485	0.184862966843395
7201	0.0376968706307119	0.785237296432181	0.0699947346760634	0.0711570718875381	1.62298787834541	0.236533505604874	0.0521109867542305	1.15312595147092	0.135626753622848	0.0470160232157877	1.02798677533169	0.106920313999845	0.0617659395075806	1.29129914332255	0.16787514159865
8001	0.0356130541494272	0.929781510076537	0.0509174153279582	0.0660009645443906	1.65119108369113	0.197196629873184	0.0489188923345603	1.19380038491915	0.116889781734493	0.0443228021521445	1.07170213351856	0.0940648170470416	0.0571445028273489	1.37482236170997	0.136987657061832
8801	0.0325694582774162	0.853653087428863	0.0287213042431324	0.0610157041959757	1.71110853151773	0.172619834277068	0.0455183093820378	1.22957500612799	0.109156443411624	0.0404812847421281	1.12786031650776	0.0820081676438835	0.0531939427181462	1.34739375758597	0.12984518258674
9601	0.0296465745305283	0.925600164510653	0.0184849179936763	0.0578728398071269	1.62565320940101	0.144517370335546	0.0426113680494099	1.18055428287878	0.0950847120885095	0.0385958743383721	1.09853398551784	0.0753181816963766	0.0502815332144824	1.31016929755476	0.120502288552017
10401	0.0279289609061412	0.799221317200786	0.0142196274007995	0.0553003476209701	1.61870438651936	0.142263698698991	0.0398307232766883	1.2169905917812	0.083616463321225	0.0363616960264492	1.11181013227675	0.068665507394564	0.047807901243813	1.35226118271369	0.108143659692811
11201	0.0255312366374806	0.931169945639432	0.0126728594723808	0.0535232887285972	1.76521908008049	0.135943748441336	0.0387118543107268	1.24044385628541	0.0744114142783867	0.0350850341041969	1.05412109608245	0.0661681792207746	0.0459494102882298	1.35009865303633	0.0962575855458233
12001	0.0244377834485196	0.738941912935389	0.0123929034317352	0.0510156426959759	1.66647087943919	0.132958090345109	0.0371027860681319	1.21174477582394	0.0643508667133139	0.033494339346741	1.06998216448922	0.054079528498558	0.0438513609576801	1.32909714415776	0.0856735799806204
12801	0.0217766137289787	0.821471057942274	0.0120744625273845	0.0502290115474193	1.58427862015419	0.125486667972349	0.035523476703134	1.18589320031034	0.0603655668101172	0.0315145555380257	1.05176178016409	0.0450735855513944	0.0425841115173892	1.28097647697152	0.0749928522966495
13601	0.0200538417147555	0.933247214094515	0.011878039667453	0.046833046677401	1.6121962056288	0.114823153875968	0.0345156841466934	1.21961945467837	0.0577305740186015	0.0303716015899704	1.13673214467541	0.0392034869482045	0.040772536335804	1.33589583850712	0.0686595269226932
14401	0.0190354352893375	0.732801239177293	0.010714944235561	0.0468380551761346	1.86940836663334	0.113310355253044	0.032525414296453	1.29398610957379	0.0532821347663995	0.029320580815446	1.13890115221777	0.0373295628323966	0.0387651255813359	1.45329261730723	0.0668304684483563
15201	0.0182513168064047	0.846902668826629	0.0101261303621276	0.0443487423848145	1.88741982516542	0.110613199881559	0.0320138971302773	1.21817177627499	0.0475333899854804	0.0274103838302188	1.09420928844947	0.0325800641395008	0.0374156828253267	1.35050853354261	0.0647438950083963
16001	0.0166085670582784	0.883039917545188	0.00894615099571797	0.043004948821926	1.64003504984241	0.104103696253713	0.0303241254752384	1.23434187464574	0.0438318378316878	0.0262050761281896	1.15846999881305	0.0312172548113606	0.0360174619377777	1.35232314501765	0.0579978034753346
16801	0.0156563947071364	0.919029740054553	0.00640506553627868	0.0420523196731896	1.74525452341445	0.091398598307941	0.0300801979957819	1.29225613414618	0.0434517232321331	0.0258436571695996	1.11180075402126	0.0254761468775622	0.03491044173587	1.40392534992714	0.0569978261795077
17601	0.0150214764245539	0.7019575268262	0.00551275550466978	0.0405142801543677	1.696065496952	0.0842934910401858	0.0290638568971036	1.2635095613177	0.0389858970963388	0.0247104530033765	1.16146553404843	0.0254785332793509	0.0333092946650812	1.38382745239565	0.0549890957472251
18401	0.0141078440426864	0.890655465534292	0.0048956606213769	0.0393038342054533	1.776670044349	0.0807832957848681	0.027889908551348	1.28481165494638	0.0361787234449208	0.0233734772181893	1.16734137668485	0.0235101023995	0.0327184786273514	1.4188752827264	0.046227881305596
19201	0.014001348472475	0.759200297680478	0.00461765347691982	0.0375677392985422	1.66610805085444	0.0787084726622525	0.0274991330278596	1.31015515220508	0.0310016457000546	0.0228390211767546	1.16936609967271	0.0234286193005995	0.0316362804316596	1.41859799039857	0.0444946622461861
20001	0.0126338945572937	0.803447485276536	0.004499914460633	0.0359598373157758	1.75973631166697	0.0787393507089487	0.0269235675393149	1.23467547853683	0.0295505203001642	0.02218880125605	1.0942834788806	0.0227198202715205	0.0307581201051946	1.45009439307893	0.0444408775812624
20801	0.0125032938157187	0.806555303004187	0.00413135202943593	0.036126844180885	1.95536932532995	0.0786631119621542	0.0259534119524558	1.27465351092904	0.0261048486585637	0.0214522395465917	1.09883801735986	0.0186131059469102	0.0302054970577093	1.39737977841456	0.0434415630521994
21601	0.0114997183528451	0.909282235779844	0.00416033541426101	0.0346622696853701	1.77853402893968	0.0694868216224643	0.0253828866415332	1.26163271185019	0.0255271225091262	0.0205824671177818	1.15363225652473	0.0174081269317457	0.0292139050888752	1.34433944159278	0.042883133724745
22401	0.0112386574274351	0.980748853323632	0.00337704036792768	0.0331008828786746	1.75474687719026	0.0652204219212416	0.0248898486287209	1.27244345873294	0.0252313904773259	0.0204782639492536	1.14342275887017	0.0172571655986452	0.0284989218666343	1.41677595861538	0.039911240823388
23201	0.0109890740554585	0.868674477910195	0.00268482482761159	0.031749707390708	1.73941968755698	0.0654352814072399	0.0241905009915685	1.29910751426446	0.0246314754038763	0.0197607704656883	1.17091393439472	0.0159923233893502	0.0274508141624432	1.41905890376653	0.0373688537435476
24001	0.0104605429225704	0.913407615189072	0.00221521713167401	0.0315352254183278	1.74022755875819	0.064705252207688	0.0234035021812989	1.28724031364226	0.0233248482525586	0.0191603169210748	1.18174669824325	0.0157541259681451	0.026797327219371	1.37680899840097	0.0366381466139947
24801	0.0102100170089265	0.897599211933726	0.00188590704162748	0.0313233622791077	2.10890066915234	0.0650156137139588	0.022817876998537	1.2858848312658	0.0222564244961888	0.0186382328395007	1.13754189987714	0.0145562153605677	0.0262502776563616	1.43935593690813	0.0344682330504135
25601	0.00983513159814349	0.872739987864165	0.00131971980919905	0.0299309927631163	1.85212014250704	0.0634817980145224	0.0224040379960489	1.24835343046193	0.0208056939943163	0.018328089055171	1.13214309314668	0.0126912317718606	0.0249913922217781	1.35567094691294	0.0330055954202014
26401	0.0101402935809889	0.882718385706372	0.00113922507690907	0.0296206846144511	1.92264166174443	0.0636989423365769	0.021991716277547	1.28005631039143	0.0208856657018347	0.0178134230336289	1.14953124191695	0.0121592923599428	0.0246470003094943	1.35703564983853	0.0313517070114844
27201	0.00974332209855932	0.97361579882201	0.00120242772696024	0.0290363709322488	1.7842993173871	0.063970903984238	0.0215146122513117	1.35874312551819	0.0202483223585253	0.0174024012052931	1.23305031130373	0.0121965959016475	0.0239908636355864	1.44991447117085	0.0287688933240677
28001	0.00961841318767915	0.936155867825229	0.00117252934255599	0.0287148293304816	1.82721466037008	0.0636967302189683	0.0207665300236257	1.35984555931184	0.018623685176505	0.0171999485553417	1.27201674694652	0.0106790287109251	0.0232988099746783	1.46817724213935	0.0287083199581833
