k	min_rek	min_srk	min_gerk_ad	min_gerk_bd	max_rek	max_srk	max_gerk_ad	max_gerk_bd	median_rek	median_srk	median_gerk_ad	median_gerk_bd	quant25_rek	quant25_srk	quant25_gerk_ad	quant25_gerk_bd	quant75_rek	quant75_srk	quant75_gerk_ad	quant75_gerk_bd
1	0.866016293049726	1	1	1	1.20407590394896	1	1	1	1.06407655043711	1	1	1	0.983527956223224	1	1	1	1.10456889961281	1	1	1
401	0.856548311251302	1	1	1	1.29272043759347	1	1	1	1.08076633834108	1	1	1	1.02034507080081	1	1	1	1.16177456528765	1	1	1
801	0.901154269477912	0.933441559463072	1	1	1.36458243258797	1	1	1	1.10866174816607	1	1	1	1.04490991377284	1	1	1	1.17978708389523	1	1	1
1201	0.868054283125773	0.801100656284393	0.865878685195492	1	1.40171064607458	1	1	1	1.13118437404961	1	1	1	1.07056027682804	1	1	1	1.20890353600126	1	1	1
1601	0.928763886902382	0.6745219642336	0.79790360428949	1	1.35249199349697	1	1	1	1.15598089387092	0.978125764229449	1	1	1.09049384918853	0.89430020919683	0.966725800274794	1	1.21710265485266	1	1	1
2001	0.925959581963435	0.596993244022142	0.640162468936635	1	1.37736620172466	1	1	1	1.16251466959015	0.893914647214013	0.941169754256657	1	1.11294708091938	0.817483185118993	0.841780655214926	1	1.23365653969776	0.957624513483902	1	1
2401	0.972498426345799	0.535952858603546	0.577852911935678	1	1.42749806810131	1	1	1	1.18446697233623	0.829690791026054	0.82674123060184	1	1.12837239998275	0.758243653530399	0.742511802771209	1	1.24778269477481	0.917321758624071	0.945662427551826	1
2801	0.967991631155798	0.461511000197552	0.524411009826654	1	1.41884606612942	1.19885779012911	1	1	1.19232244461089	0.783018067270987	0.768213092756255	1	1.12642447628169	0.703271137919581	0.703498367886229	1	1.24721825050846	0.884314562033809	0.854539314674592	1
3201	1.00029494529714	0.427895269680545	0.44049282705693	1	1.41681476630017	1.27539774210991	1	1	1.20829891047679	0.788376267561908	0.732175269633842	1	1.13032829802157	0.686929345991475	0.662730532051643	1	1.27427546865173	0.897850749174511	0.81785752333054	1
3601	0.998031182758285	0.43417754533021	0.498203041877048	1	1.42712838127142	1.11933665399967	1.0011398059752	1	1.20983399873558	0.804464259374554	0.708107529686727	1	1.14034224384747	0.69397180940057	0.655269306325031	1	1.2880912109099	0.898243132778905	0.810047822735227	1
4001	1.00060959804405	0.531145022938036	0.486640134401848	1	1.42193031118151	1.3075361973335	1.00344774914065	1	1.21694624208597	0.833927927147558	0.728194019761569	1	1.15111843699776	0.729431341202939	0.661534159523104	1	1.28159496955042	0.950337786156084	0.821956213372621	1
4401	1.02097347065869	0.5937763831045	0.523608612919646	1	1.45830060419122	1.4934798854785	1.02612811403037	1	1.22479072088919	0.890815838136064	0.738816248424542	1	1.14950313139876	0.779990834227195	0.687564692272587	1	1.29377584360218	1.0222029827131	0.855390085235994	1
4801	1.02415785585405	0.54534371533115	0.534900031520109	1	1.43791025571523	1.61735267209665	1.06232834133354	1	1.23501476788638	0.927827763696425	0.793204598190941	1	1.1546195432951	0.788494021098569	0.723782339844924	1	1.29846820937536	1.12722619728567	0.838865866214033	1
5201	1.01713658135599	0.558928231470517	0.559663736510301	0.972937123630849	1.46915756649835	1.43749866183496	1.11029438608403	1	1.23411936692179	0.967270865791134	0.814991376885019	1	1.16831716932778	0.809134908473034	0.739407738341672	1	1.29509514271788	1.06894717687064	0.882971536998303	1
5601	1.03040068035083	0.595906879852704	0.614014787087679	0.889521929225977	1.44155362147197	1.86197813421334	1.14019158280899	1	1.23950718836359	0.989995469115616	0.836205700308547	1	1.1614721050409	0.861496395864683	0.755151148746427	1	1.32102089933366	1.12515599690734	0.946273680198165	1
6001	1.03722130849257	0.661892443370988	0.622976105924437	0.851140921167793	1.46940436679464	1.76215314835267	1.20144796974814	1	1.24616613793374	1.0982181022912	0.870178173786016	1	1.17232692342783	0.852359069164313	0.780492609050109	1	1.31909182476177	1.25394658933019	0.969600812241396	1
6401	1.03662769602404	0.682374758990456	0.580252266708291	0.805577795517689	1.48480453809352	1.81525639164839	1.20137350299204	1	1.24971959085618	1.18500890199426	0.894784761721511	1	1.17310904556085	0.969375158602335	0.805509558620466	0.990564097148225	1.31961128373591	1.32599764125458	0.991209069800169	1
6801	1.04005498003459	0.608589784279184	0.624201981531088	0.682577611496895	1.48511911168374	1.90440669366336	1.21895688205248	1	1.25164802985219	1.07225413421258	0.909764206846506	1	1.17505472635905	0.907951675157536	0.816632944499698	0.927828542793252	1.3218247706178	1.33686956136251	1.00052356454856	1
7201	1.042642522718	0.634912427056811	0.613413340614115	0.619321859844304	1.48252679853845	1.81506524322446	1.27033647653312	1	1.25321332546455	1.15286971336706	0.924458031788424	0.934078416722231	1.18736087274916	0.981395973302396	0.836076760147636	0.8948110696237	1.33101872850496	1.32039288195028	1.0268699169095	0.998902848336822
7601	1.05475497890616	0.522547278967349	0.703261839119821	0.590244049145133	1.4639897737667	1.89115310833481	1.3168627792414	1	1.25281721990968	1.13112249474312	0.95257305767224	0.891674016967827	1.18250292235714	0.94503575188619	0.857824616173489	0.827376798068661	1.32543042174818	1.24040775910247	1.04763924207175	0.948417117691791
8001	1.0487993381823	0.632289848085719	0.697608352034201	0.568162287921926	1.52197538614992	2.01164427884892	1.28962270841016	1	1.27287626878466	1.1458910829833	0.961026204009654	0.833531030421959	1.19399907753309	0.954123055984956	0.842363131362565	0.769955429851941	1.33501739458728	1.36913097475297	1.06680340173176	0.887039858627028
