k	min_rek	min_srk	min_gerk_ad	min_gerk_bd	max_rek	max_srk	max_gerk_ad	max_gerk_bd	median_rek	median_srk	median_gerk_ad	median_gerk_bd	quant25_rek	quant25_srk	quant25_gerk_ad	quant25_gerk_bd	quant75_rek	quant75_srk	quant75_gerk_ad	quant75_gerk_bd
12001	1.41827952550985	0.874510745736861	0.812395065337125	0.382422268356291	1.94422823298366	2.13256420677398	1.4766161533997	0.73607522726215	1.69560668210057	1.31166024661731	1.10502831686988	0.542353748696687	1.60045951564746	1.11352939321109	1.00787707662898	0.495822902162841	1.77161349181317	1.44027412854964	1.19795847587241	0.605743871552449
12401	1.42025602170023	0.785269183626593	0.839688446109894	0.362013446108596	1.96197354129063	1.95671509605781	1.50306907967821	0.731345310037616	1.71074859522905	1.30963082251258	1.11618700712411	0.518944104387137	1.61330043354012	1.18258229984561	1.04037731647102	0.461177254870472	1.78418420378714	1.44809594767933	1.20940032915574	0.582955112902666
12801	1.42809731076618	0.939632897942485	0.808223498310629	0.354663989903882	1.96500832802005	2.01618439686675	1.48868649396038	0.727569396805714	1.71894539279334	1.30710527458247	1.14023258530194	0.511566332394883	1.62814802154908	1.17602803786564	1.06934964016573	0.438788214216135	1.80007765419886	1.43913695699203	1.2192201205295	0.566222992160946
13201	1.43414666613686	0.838496123617735	0.806352250675853	0.333779355572527	1.99095677011262	2.23797080747288	1.48004298054983	0.70020686111736	1.72852667058437	1.36035469925594	1.14348586758949	0.494471998976057	1.63660336477402	1.16214659556379	1.06945355518367	0.413433952296085	1.80851917356781	1.47725933280705	1.23363262796552	0.543417709756875
13601	1.44074027220046	0.975001030615627	0.841360682637168	0.296916398735328	1.9989680841294	2.06716968170584	1.51447223753407	0.6758909824275	1.74221990662708	1.31972148643111	1.16113826823251	0.482202287079467	1.64477236888364	1.19967974968263	1.07351753190623	0.407469709324404	1.81702941649769	1.47912934459482	1.23642770502596	0.525203159508706
14001	1.44556120623151	1.02456403116202	0.905246052668598	0.289355728917963	2.0173713731818	2.00157807534185	1.52062882149732	0.643684434798999	1.75732671047001	1.3856663286539	1.16600440667794	0.465858247411667	1.65323462940794	1.18167034210541	1.0843771254789	0.39119761122783	1.83261276800777	1.52845228189446	1.25234516450219	0.508555973962524
14401	1.46095780155638	0.99344805183465	0.937414070808291	0.272822651019472	2.03480282486918	2.1851467171164	1.52174532676773	0.616655236296102	1.76682424648302	1.35530554874073	1.18403880107264	0.443836988472842	1.66744800460752	1.14329803300929	1.08145869059574	0.381347685349758	1.84427647210727	1.53278199431866	1.26003317426028	0.494467507184861
14801	1.46581405692686	0.97135390170311	0.911893760804297	0.257493904271764	2.04802804414962	1.9497152923201	1.53407762040907	0.60271510447815	1.76993315677146	1.3605334003765	1.19476754603661	0.418014405182026	1.67768285773472	1.21015901099765	1.06893112113425	0.368461823976792	1.86267652813718	1.48864241778713	1.27026022905845	0.483396423298012
15201	1.47436525864854	0.99727761109381	0.92704847843909	0.246078274282855	2.05932721826684	1.84093782466244	1.54331913376819	0.574359835912338	1.77979183772428	1.39351515259343	1.2093988875642	0.403874780676406	1.68791375460749	1.23798011358938	1.07370666825437	0.358184547507565	1.8695550626056	1.49386678444504	1.28725945170888	0.459659547380802
15601	1.47981180267611	0.912709088926092	0.92418485509384	0.242716713511154	2.07616148126618	1.99619461156205	1.54995500130821	0.555780114169202	1.79350392840716	1.3816665455245	1.21188096011918	0.386743830679617	1.69694649841835	1.2073783468414	1.09134417956255	0.340236805786662	1.88623456785656	1.56665748269225	1.31815907832539	0.442651658648128
16001	1.48613119013165	0.99077016423462	0.934215459019458	0.24312269563251	2.08424156857848	1.90800357137489	1.56529627130638	0.552712673855241	1.80293504925913	1.40538299258243	1.22242523210358	0.377469048262161	1.70705219938348	1.26281649510714	1.10792925433232	0.318614749929385	1.89649127182164	1.55431165459358	1.32110630391933	0.424332896063201
16401	1.4922143987791	1.00119519222325	0.935376322694831	0.235260257038523	2.1022479134062	2.02354729435859	1.57595872447638	0.541833141562101	1.81152246911276	1.41669467727021	1.21575603625655	0.369981568526235	1.7198205888	1.22675123270367	1.11538889908181	0.30554240506124	1.91017791821549	1.61852334626451	1.33276228360247	0.407435118920275
16801	1.49686087724867	0.957366722040383	0.940311596442843	0.229598568088071	2.11692566380216	2.03539106422744	1.57770898375857	0.545473916894184	1.8225206282308	1.46281427328084	1.24695613562656	0.361950539704326	1.72865091836251	1.28057159329848	1.13329534524818	0.289144742961288	1.91928751717105	1.60681274512972	1.34163650906708	0.406746629026178
17201	1.50460021679403	0.99642617025866	0.916820086422627	0.215993655128208	2.12420390596069	2.09861002405892	1.58561532238187	0.546169737636337	1.82928429088407	1.38097210525209	1.24761287987248	0.345943976201604	1.74439043810784	1.25762942728048	1.13667234034331	0.285895800954126	1.9298789155525	1.56541831720934	1.34876526236569	0.396366066586953
17601	1.50972281806176	0.921976807189279	0.958647602954394	0.207975896810447	2.14590473738475	2.22797556070688	1.57102768283372	0.538906241908457	1.83702618696849	1.39870772807549	1.25559779515236	0.334593678804228	1.74761628588779	1.25108807885334	1.14319354381429	0.279444483914991	1.94886917164372	1.56849109971965	1.35569792406901	0.385893524489575
18001	1.51907501922349	0.958817943876691	0.946882442286537	0.205530431337646	2.16527235090398	2.14575756762729	1.59376164428627	0.508047353409741	1.84429781650228	1.41670555685933	1.24811644106216	0.329528717699032	1.75768362066263	1.28221081753972	1.1457599856988	0.272496300794573	1.96376014200801	1.55335174182361	1.37632560900992	0.36605172692797
18401	1.52536426156451	1.05466637564266	0.932591501316649	0.203987854351421	2.17765571297777	2.20075475847274	1.5989355710138	0.482062535411974	1.85397934412546	1.4891732842961	1.26943781451447	0.314620231353474	1.76329778357043	1.31913920846419	1.16245390535143	0.257206805123999	1.97487185215799	1.67711109236944	1.38564657237392	0.359719622601274
18801	1.531082056576	0.915203868823999	0.967494241733544	0.193249121546656	2.18681663143441	2.18026893616272	1.61732426383318	0.461432714608601	1.86554352348929	1.48668610053818	1.28026433497947	0.301149703217503	1.77080783928034	1.2621094840046	1.18054736341109	0.250971077360381	1.98390519602253	1.64800029229382	1.38973520606474	0.343243718149052
19201	1.53532324964091	1.05588384721716	0.951327293287244	0.174522741170122	2.20539312491397	2.18504261565182	1.62521097701716	0.445389009407484	1.87667335027985	1.49613645688422	1.30050201014901	0.287958881196411	1.77652866967829	1.39284663007965	1.18352604214381	0.24837700336576	1.99558518052933	1.6753703938164	1.40268286124686	0.33231042897127
19601	1.54403998019154	1.10432851201004	1.01667355641052	0.158977141665251	2.20989944064455	2.07761228649872	1.60858308478535	0.425392036425391	1.88406911792512	1.50581010401348	1.28955477587391	0.28026365708101	1.79155889751619	1.30688682549691	1.19220805929092	0.237512626098662	2.00259569675732	1.70010644466095	1.40327734799814	0.318336732993002
20001	1.54988797910055	0.979718946888767	0.985549226981307	0.151587828017054	2.22631236725032	1.9637993782976	1.63990000065817	0.408513086258547	1.89168809158196	1.50293489321485	1.29730402957436	0.270678193192303	1.79966670772924	1.35552119311204	1.18514520481631	0.229238212891498	2.01231014739831	1.64010490027903	1.41216385506673	0.309202649452071
20401	1.54888148320734	1.06094339724433	0.980201667379364	0.149546867206758	2.24287415853172	2.13156387422644	1.65223091062748	0.396106889486322	1.90108713138156	1.53343308635548	1.31489411184577	0.263851462731641	1.80836387552892	1.41223136432306	1.2069830835829	0.21760348237547	2.02507917627209	1.58734487600749	1.41551911675767	0.300760943408992
20801	1.55325386694357	1.0021501175612	0.98794184309409	0.124965181491046	2.25938535066838	2.27881164161782	1.67561389767847	0.395632301843397	1.90748213469255	1.51454349648941	1.32588114856879	0.260382371294542	1.81378645390309	1.4030657555021	1.19587620528178	0.209258847306946	2.04359591982589	1.64905214054953	1.43874662911731	0.292164117288678
21201	1.55645854363866	1.19987755527021	1.03194986656518	0.110821408389757	2.27041924055713	2.46884754792012	1.65837429745772	0.387306911918459	1.91195750858803	1.57627713282241	1.31758898232536	0.251990752373293	1.82363317523346	1.42087396704809	1.21387363295778	0.202299479730067	2.05411160855325	1.683646942732	1.44564749062929	0.277614699171196
21601	1.56092624345038	1.12159578903376	1.01612276536277	0.103818349682846	2.28247895453289	2.22655637198903	1.68027197892451	0.379073344868999	1.91596263966834	1.53564441202609	1.29773510503225	0.242661875892641	1.83206998796087	1.40847253808542	1.22233458346431	0.198661249105811	2.06222048182245	1.68825949070367	1.45596718219437	0.276224664154386
22001	1.56948308926095	0.961646270718636	1.01640081240641	0.0992775090350254	2.29148999833475	2.23428815202595	1.63639334827027	0.379777059952891	1.92440896725677	1.55359213016419	1.30141107962044	0.238230256984256	1.83539959499122	1.36284746852622	1.2279102782665	0.192163553572329	2.07589458819468	1.74342674255296	1.46983742697732	0.26811292003829
22401	1.57650418888622	1.15722927477492	1.0380769699894	0.0949447028848972	2.30835155572278	2.14610932758363	1.66161350102175	0.371632327846564	1.93066484625936	1.49659268170123	1.30911610066079	0.23054382423417	1.84431653415144	1.38244065727679	1.22976059059578	0.184780393053149	2.08810561192502	1.75395133054314	1.47383018502442	0.25563671019795
22801	1.58344892372478	1.01404699473584	1.0357860912317	0.0934923329328216	2.31490368164198	2.30673816319981	1.69410923796196	0.358900118688534	1.93352915920611	1.57791810775598	1.32702035051408	0.222125815554137	1.84629058717121	1.43605306604403	1.22554514173531	0.177548883831253	2.09578433974836	1.7835178043816	1.46806387687863	0.253926705832226
23201	1.58844725936518	0.9271036380358	1.02859093076806	0.0932066596575345	2.33194404441661	2.23045139639825	1.70992638342795	0.34463962605898	1.94193568235631	1.54371751262105	1.33586620380922	0.215722641339842	1.85393888010398	1.44337262891578	1.24441986873633	0.172880258869211	2.1096244926482	1.73095837660557	1.47641665606033	0.251303911818344
23601	1.59435384001605	0.770341560616416	1.004711476218	0.0927629406881589	2.34126941556606	2.24897392269459	1.67836535537794	0.341947653473628	1.9511280532362	1.59248303865161	1.34689898351794	0.21114030181356	1.8609036518871	1.4132201130062	1.26231343309459	0.166525123138157	2.11832916968006	1.70835199269169	1.4786987077422	0.250326729606363
24001	1.59567965870063	0.940107227209073	1.0409242372255	0.0918013320455576	2.35774349325092	2.21585582176897	1.69295713245628	0.336343202233108	1.95754120215025	1.54818065048522	1.33806187837827	0.206497627563764	1.86713016257904	1.4184425820562	1.25713813296813	0.15931816339495	2.12260347008862	1.72368727965858	1.49036235588583	0.249638895556533
24401	1.59980909958209	1.17416721802595	1.06471844435836	0.0924699350701227	2.36375082599496	2.05713933532433	1.69066792435819	0.336699670417148	1.95895283299565	1.60506985272041	1.34650654095015	0.191813531336159	1.87308129119132	1.43250985234649	1.27702972657212	0.158793756041242	2.13330665498348	1.78192463607445	1.50604249843384	0.240105533974912
24801	1.60556470472311	1.15728895427422	1.06494810681606	0.0923820582270892	2.36614831553985	2.23068641750157	1.70831418069454	0.341142576241893	1.96328677058124	1.59118056183144	1.34537512901776	0.187054561422689	1.87860275887996	1.45085669824399	1.2740415491238	0.154453705448456	2.14180983772186	1.79784495636265	1.523132846934	0.230123353848865
25201	1.61021745559044	1.01095173832823	1.07574309974992	0.0922928338622402	2.37777308557656	2.33562093236171	1.7023491341723	0.332858361760579	1.97045086832615	1.56217942331159	1.36560661767972	0.178645116181828	1.88109558960456	1.37155890316013	1.28415699406794	0.149530333471515	2.15084985605794	1.75802662987069	1.51586314037323	0.223952667853486
25601	1.61366958788987	1.08285165661642	1.07490899161262	0.0933342286612772	2.39349030408031	2.24700952703339	1.71242518960826	0.321759904851582	1.98212940516228	1.57836185118744	1.3571075988735	0.173813498527784	1.88686575682169	1.41392415446739	1.29579149950832	0.146773301228888	2.15623114836808	1.73986760627106	1.53553641678614	0.215200829354995
26001	1.61916541481444	1.09947950801645	1.08783506133238	0.09297596681984	2.4029829826054	2.37883822373058	1.73257210915972	0.308227605674766	1.98876241979714	1.59451912942302	1.36878528412685	0.174522146318845	1.89168748780456	1.42807807554337	1.29039154212153	0.145112040123321	2.1629060262213	1.77393146444074	1.51891657940678	0.215055381438108
26401	1.62200258492699	1.09796649397841	1.1125025895495	0.0919441671792876	2.41129410443113	2.4213720507255	1.72917873915417	0.301061394450511	1.99354977826691	1.61343780831815	1.38867175988152	0.169519141036713	1.89704868322945	1.42598681328148	1.30388048096274	0.142358411049632	2.16866881934282	1.76510583047032	1.525618350345	0.208421262382569
26801	1.62597339164935	1.06779336024408	1.11789905372892	0.0907817117739626	2.41850114310675	2.36128517672043	1.73152308162035	0.295921625143809	1.99796039579299	1.5842861728681	1.38664819559001	0.169450584963664	1.90174939836587	1.37515744841179	1.29767897942456	0.142302191973826	2.17687862736684	1.76874123518419	1.54385695810207	0.205310058014167
27201	1.63334026156266	1.20321639845665	1.10718533993077	0.0919214188791673	2.43445133283727	2.24292352014652	1.75872251705233	0.293731830019389	2.00228721150388	1.59226491440535	1.38507850966894	0.167735224201046	1.90474223874528	1.50518555209112	1.29972202078226	0.141940376209545	2.18318070769682	1.77868904239812	1.53509496396635	0.205380002662737
27601	1.63748055989516	1.11719919477672	1.08794511930888	0.0920421523292368	2.44517762236024	2.5039778778247	1.72282671047317	0.287921789566072	2.00744982086274	1.57883094228562	1.39758585907319	0.158722296229512	1.91071516334205	1.46001538534399	1.31106526400609	0.140167546729709	2.20003100569832	1.72801659876292	1.54056840510487	0.203190093069909
28001	1.64409993166826	1.0905205431884	1.14188103243789	0.0917080456795451	2.44958006940464	2.47126974157181	1.7478830442893	0.283871410933404	2.01135256463393	1.59847818175652	1.39313359098584	0.157227952511124	1.91366572775001	1.44153496681866	1.32297887202334	0.135244943871948	2.21336318138089	1.76645091242282	1.55785576779701	0.193899866484793
28401	1.64773644011882	1.19775986003169	1.1269616152496	0.094753951967441	2.46027124070776	2.46101424283807	1.76810655726588	0.280394629375903	2.01663029386588	1.69722644478395	1.40250572787013	0.156175581570615	1.91702311531891	1.51437348290627	1.33720429735251	0.132829050766814	2.22953003462825	1.7849805523266	1.56701698349491	0.192899368366821
28801	1.65194502895321	1.03510796304256	1.15881861862817	0.0949364637687131	2.46804823055445	2.26764486361533	1.78343557755441	0.276129908594401	2.02043878819455	1.68214347499548	1.41891871025326	0.153136909196464	1.92151693691898	1.46939467280152	1.3448657579346	0.126306320791896	2.23569993416493	1.84550561455516	1.56099924587764	0.189316591932861
29201	1.6549774509901	1.13380828401363	1.17259841397466	0.0922093803061003	2.47437685957628	2.19832984980249	1.79473575805261	0.271932957357776	2.02653028762306	1.63636056035752	1.42075277004868	0.146716395546478	1.92837729943878	1.50177181811647	1.33788553989023	0.121720571474898	2.24780788194553	1.89954515717855	1.57426184654234	0.182591299557319
29601	1.66184816476382	0.990583322876651	1.1457790554938	0.0845604240433311	2.48363653620303	2.20415250470971	1.81817048406133	0.268898496492589	2.02993524910506	1.63258982496709	1.41887270732499	0.144834416752829	1.93247822199731	1.4711253980928	1.34192043343551	0.117025961297073	2.25413334859621	1.84641965846921	1.57865088392045	0.184655172102834
30001	1.66402565543682	0.991957782625074	1.16543821037857	0.0770999147367203	2.49298482972942	2.36197529327226	1.79318719465854	0.267860257377981	2.0362700289318	1.63657438232304	1.42293719156729	0.144750587538962	1.93762582637691	1.51095819079624	1.3421506724137	0.108288938995301	2.25905799448682	1.8758388973846	1.579783613633	0.179199118524292
30401	1.66997029453308	0.99873941038258	1.18464527415739	0.0706925343863354	2.50438714660058	2.23623207714853	1.80110032287184	0.265657349889844	2.0468743379067	1.72010195737368	1.43978472388837	0.142032358723634	1.94187896400573	1.50287436793749	1.3476115001051	0.10517428367003	2.27047823045692	1.86291296289218	1.59001041341704	0.175204760995508
30801	1.6746253582751	1.12410799219888	1.18713401347814	0.0654511424079291	2.51001488792769	2.23130571490668	1.82380464172772	0.262677040562598	2.05294045427713	1.64067577373501	1.43569322098454	0.13607069792292	1.94863432891086	1.50640339461345	1.352165045553	0.102881626415942	2.27263242028289	1.80704639264158	1.60071651565689	0.172940303786714
31201	1.67775912552889	1.20491648684585	1.16596419656121	0.0620060752188891	2.51765579328482	2.56284933485917	1.839042387046	0.258164817502876	2.05889723608987	1.68336948661541	1.44146007440403	0.132066597301007	1.95252780135517	1.52894648216878	1.36146203735421	0.0994324042868951	2.28757858144876	1.85044123196603	1.59895810946516	0.170402133978265
31601	1.67969878400096	1.23506349957587	1.17734573112748	0.0590716186514941	2.52353720947461	2.19304148198187	1.82725062761854	0.258595612925384	2.05964169369054	1.68342254287269	1.45479856486437	0.129873767241669	1.95278933514812	1.54874958596101	1.37334629522456	0.0987142456937144	2.29121627204384	1.85190215346304	1.60972965043119	0.166466286280976
32001	1.68529083853489	1.23835826882514	1.1887163983556	0.0549383618278783	2.52696566160084	2.50422060932242	1.85011330938669	0.256303508175857	2.07040921603703	1.73824197671226	1.46570895063233	0.127617588427683	1.95562342917267	1.55822684378463	1.36532953471431	0.0966720040192063	2.2976971294812	1.95724152313327	1.61931384495201	0.159190574543974
32401	1.68704930780704	1.15058581957735	1.19308235092741	0.0513015305940138	2.5326147685138	2.3490391451042	1.85971728640512	0.254725134082623	2.07404698928502	1.74155504112964	1.46901966217148	0.126235965366035	1.96041024139698	1.60244264874622	1.36635604579863	0.093758748016697	2.30574719184404	1.87265163220593	1.6195392235164	0.150382439774603
32801	1.69042441742162	0.999246981050874	1.194505495428	0.0514502043898321	2.54300258841501	2.36163624063881	1.85231728811329	0.256507876895312	2.07730863424261	1.68333673442203	1.47561373601644	0.12129705852399	1.96347116199811	1.54091761319197	1.35402195485333	0.0902152831882266	2.31199372094	1.86719863344843	1.60978146371455	0.146902255117525
33201	1.69517976344092	1.1094547233181	1.18719935458073	0.048321597445523	2.54814779544882	2.3333749098192	1.87883220604109	0.251364792229296	2.08355377958326	1.72110794060424	1.4745758384201	0.115200845289066	1.96798632253185	1.4849619986164	1.36252530079999	0.0877786256885242	2.31565845721894	1.86542687794221	1.6092943731867	0.14549605365458
33601	1.6961100148627	1.08571251464072	1.18093133426952	0.0448422230396138	2.55788658292485	2.3966250236045	1.88305730820194	0.252721128501329	2.08540535845396	1.68348190991194	1.48478619914315	0.11266826651762	1.9710706170729	1.58290941779267	1.35775809366127	0.0873520348777653	2.32387671698239	1.90307326857051	1.62005364559336	0.140977768725283
34001	1.69602861533372	1.12730359329577	1.17600043533541	0.0424256224061677	2.56124071592737	2.30239902368536	1.89877272770879	0.243776688646842	2.0944744314669	1.75660287980247	1.48866670018789	0.112163083618454	1.97883166717955	1.62987271161831	1.36781698081773	0.0863230916036956	2.33179505870782	1.87800761617725	1.62970818154425	0.135605625635755
34401	1.69593697702427	1.16049886686469	1.18470487077612	0.0407041297663911	2.5698654562751	2.36551551677182	1.87667543598651	0.244855485231775	2.10244252726948	1.73526967724841	1.49783388337537	0.110735244493513	1.97799248546239	1.5600070622277	1.3700796156744	0.0856168544279966	2.33989153860936	1.92791079915252	1.6355844581071	0.131879053965191
